id,univ_rank,univ_factor,major_rank,major_factor,know_reason,prof_exp,study_hard,time_eff,edu_doubt,learn_fun,study_mate,try_hard,write_vol,find_data,self_study,try_fail,get_fdbk,real_appl,ask_q,fit_major,enjoy_major,cont_major,int_major,rechoice_major,why_not_rechoice,move_univ,change_major,change_career,take_leave,drop_out,go_abroad,go_grad,work_fee,has_future_job,future_job_desc,job_region,has_income,has_major_income,income_class,income_contest,income_perf,income_broadcast,income_studio,income_creator,income_choreo,info_dept,info_career_center,info_online,info_family,info_friends,info_academy,info_self,help_financial,help_resume,help_career,help_social,help_no,smoke_exp,drink_freq,exercise_reg,weight_control,burnout,mental_health,physical_health,birth_area,current_area,housing_type,housing_infra,housing_transit,housing_safety,housing_hygiene,housing_green,housing_culture,housing_edu,housing_neighbor,move_for_univ,stay_after,non_stay_reason,lecture_fac,support_fac,scholarship,tuition,transport,prac_cls,theory_cls,prof_effort,lecture_qual,admin_serv,car_spt,intern_abroad,total_univ,career_course,career_mentoring,job_test,job_prep,field_practice,abroad_practice,job_info,job_fair,prof_hi,prof_chat,prof_class_talk,prof_other_talk,prof_career,prof_personal,prof_grade,prof_event,peer_personal,peer_class,peer_study,peer_career,peer_advice,peer_event,peer_external,students_diligent,course_variety,student_interact,prof_passion,prof_access,major_belong,major_proud,univ_belong,univ_proud,gender,grade,enter_type,enter_year,major_detail,dance_years,exp_solo_comp,exp_group_comp,exp_concours,exp_perf,exp_video,exp_broadcast,univ_name,univ_area,univ_course_year
162,2,social_reputation,1,on_interest,4,4,5,4,4,4,5,5,2,3,4,4,5,4,5,5,5,5,5,1,,3,2,2,2,2,4,4,5,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,3,4,3,lose_weight,1,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,4,0,1,,4,4,4,3,5,4,4,4,4,4,4,4,4,1,0,1,0,0,0,1,1,5,5,5,5,4,3,5,4,3,5,3,3,4,4,3,5,4,4,4,4,4,5,5,4,0,1,early,2025,streetdance,less2,0,1,0,1,1,0,bau,seoul,2
163,1,prefer_prof,1,on_interest,4,4,4,3,3,5,5,3,3,3,4,4,3,4,3,4,5,5,5,1,,4,3,3,2,1,2,3,4,0,,seoul,0,1,,,1,,,,,1,,,,,,,3,4,,,,1,4,1,no_weight,1,3,2,honam,honam,independent,2,3,3,3,3,2,3,3,1,0,family_location,4,3,3,3,3,5,3,5,5,3,3,1,3,0,1,0,0,1,0,0,0,5,5,4,4,5,5,3,3,3,4,3,3,5,3,3,5,3,5,5,5,5,5,5,5,0,2,early,2024,streetdance,2to4,1,1,1,1,1,0,pku,honam,2
164,1,total,1,on_interest,4,4,4,2,3,4,4,3,1,1,4,4,4,4,4,5,5,5,5,1,,2,1,1,1,1,1,2,4,1,"choreographer, academy_instructor",seoul,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,4,5,4,1,4,1,no_weight,1,4,2,yeongnam,seoul,independent,3,4,3,4,2,2,4,3,1,1,,2,2,3,2,4,4,4,4,4,2,4,3,4,0,0,1,0,0,0,0,0,4,4,4,4,3,4,4,4,4,4,4,2,5,4,4,3,3,3,3,3,3,3,3,3,1,1,early,2025,choreo,2to4,1,1,1,1,1,0,bau,seoul,2
165,3,parent_teacher,1,on_interest,3,4,4,4,2,4,4,3,2,2,4,4,4,4,2,4,4,4,4,1,,2,2,2,2,2,2,3,3,1,dancer,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,1,lose_weight,0,3,3,yeongnam,seoul,independent,4,4,4,4,4,4,4,2,1,1,,4,4,3,2,4,4,4,4,4,3,4,2,4,1,0,1,0,0,0,0,0,4,4,4,2,2,2,3,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,early,2025,streetdance,less2,0,0,1,1,0,1,bau,seoul,2
166,3,grade_fit,3,on_interest,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,,3,3,3,3,3,3,3,4,0,,seoul,0,0,,,,,,,,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,gain_weight,0,1,1,yeongnam,seoul,independent,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,early,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
167,1,job_prospects,1,on_interest,4,4,4,4,2,4,4,3,2,2,4,3,4,4,3,4,4,4,4,1,,1,1,1,1,1,1,1,4,1,academy_instructor,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,1,no_weight,1,4,3,yeongnam,seoul,independent,3,3,3,3,3,3,3,3,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,early,2025,choreo,less2,0,0,0,1,1,0,bau,seoul,2
168,1,job_prospects,1,job_prospects,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,1,1,1,1,1,1,1,1,0,,seoul,1,1,1,,,,,,,,,,,,1,,3,3,3,3,3,3,1,4,no_weight,0,4,4,honam,seoul,independent,3,3,3,3,3,3,3,3,1,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,early,2025,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
169,1,peer_advice,1,on_interest,2,2,2,3,3,2,1,2,4,5,2,2,2,3,2,2,2,2,2,1,,1,1,1,1,1,1,4,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,3,4,4,no_weight,0,5,5,seoul,seoul,parents,3,3,3,3,2,3,4,4,0,1,,4,3,4,1,4,4,4,4,4,3,3,3,4,0,0,1,0,0,0,0,0,4,4,4,4,4,3,4,3,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,1,1,early,2025,streetdance,2to4,1,1,0,1,1,0,bau,seoul,2
170,1,major_apportunity,1,on_interest,3,5,5,5,1,5,5,4,4,4,4,4,4,4,1,4,4,4,4,1,,1,1,1,1,1,1,1,1,0,,seoul,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,3,3,3,4,4,3,keep_weight,0,3,3,seoul,seoul,parents,3,1,3,3,3,3,3,3,0,0,better_job,5,1,5,1,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,1,regular,2025,streetdance,4to7,0,1,1,1,1,0,bau,seoul,2
171,3,prefer_prof,1,on_interest,3,3,3,3,3,3,3,4,3,3,4,4,4,4,3,3,3,4,4,1,,3,3,3,3,3,4,4,4,1,dancer,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,1,lose_weight,0,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,4,0,1,,3,3,3,3,3,3,3,4,3,3,3,3,3,0,0,0,0,0,0,0,0,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,regular,2025,choreo,2to4,1,1,0,1,1,0,bau,seoul,2
172,1,social_reputation,1,on_interest,2,4,2,2,3,4,4,4,2,4,3,4,3,2,2,3,3,3,3,1,,2,2,4,1,3,1,4,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,2,4,keep_weight,1,2,4,seoul,seoul,independent,3,3,4,4,4,4,4,4,1,0,reduce_housing_cost,4,4,4,1,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,regular,2025,choreo,2to4,0,1,0,1,1,1,bau,seoul,2
173,1,major_apportunity,1,on_interest,4,3,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,,1,1,1,3,2,1,1,1,0,,seoul,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,3,4,4,4,5,1,3,3,keep_weight,1,3,4,chungcheong,seoul,independent,3,3,4,4,4,4,4,4,1,1,,3,2,2,2,2,3,3,4,4,3,3,3,4,1,0,1,0,1,0,0,0,4,4,4,4,4,2,2,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,1,1,early,2025,streetdance,less2,1,1,1,1,1,1,bau,seoul,2
174,2,commute_near,2,on_interest,4,4,4,4,2,4,5,5,4,3,4,5,5,4,3,4,4,4,4,1,,2,2,2,2,2,5,1,5,1,"dancer, educator",seoul,1,0,,,,,,,,,,,,,,,,,,,,1,1,3,lose_weight,1,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,3,4,2,1,5,4,4,3,3,3,3,3,4,1,0,1,0,0,0,0,0,5,5,5,5,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,regular,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
175,1,major_apportunity,1,on_interest,4,4,5,4,2,4,4,4,2,2,5,5,5,4,3,4,5,4,4,1,,2,1,1,1,1,1,3,3,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,keep_weight,0,4,4,seoul,seoul,parents,4,4,3,3,3,4,4,2,0,1,,4,3,3,2,4,4,4,3,3,3,4,4,4,0,0,1,0,1,0,1,0,4,4,4,3,4,2,3,3,3,4,4,4,3,4,3,4,3,4,3,3,4,4,4,4,0,1,early,2025,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
176,2,parent_teacher,1,on_interest,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,,3,2,3,3,3,2,3,4,1,k_pop_choreographer,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,3,4,lose_weight,1,2,2,seoul,seoul,parents,4,3,3,3,3,3,4,4,0,1,,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,1,early,2025,streetdance,7to10,0,1,1,1,1,0,bau,seoul,2
177,1,social_reputation,1,on_interest,4,5,4,3,5,5,5,3,2,3,4,4,5,3,3,4,4,4,4,0,job_difficulty,2,3,4,1,1,3,1,1,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,5,3,keep_weight,1,5,3,seoul,seoul,independent,3,4,3,3,4,4,3,3,1,1,,5,5,5,3,5,5,3,5,5,5,4,4,5,0,0,1,0,0,0,0,0,5,3,4,2,2,1,3,4,1,3,3,4,4,3,1,5,4,4,5,4,3,3,3,3,0,1,early,2025,choreo,less2,0,1,0,1,1,0,bau,seoul,2
178,1,social_reputation,1,career_goals,4,4,4,3,3,3,5,4,2,1,4,4,3,4,3,4,4,4,4,1,,1,1,1,1,1,1,1,5,1,dancer,seoul,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,3,1,no_weight,1,3,3,honam,seoul,independent,3,4,4,4,4,4,4,4,1,1,,4,4,4,2,2,3,3,4,4,4,4,4,4,0,0,1,0,0,0,0,0,5,5,3,3,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,0,1,early,2025,choreo,2to4,0,1,0,1,0,0,bau,seoul,2
179,1,social_reputation,1,on_interest,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,5,3,2,1,1,3,5,4,1,professor,seoul,1,1,1,1,1,0,0,1,0,,,1,,,,,4,4,4,4,2,1,3,4,keep_weight,1,4,3,seoul,seoul,independent,3,3,3,3,3,3,3,3,1,1,better_job,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,1,0,0,0,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,1,1,1,1,1,1,bau,seoul,2
180,1,peer_advice,1,on_interest,2,4,4,4,3,3,4,3,3,2,5,4,5,4,3,3,3,3,3,1,,3,3,3,3,3,3,3,3,0,,seoul,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,1,4,2,lose_weight,0,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,2,2,2,1,4,4,4,4,3,2,1,1,3,1,1,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,early,2025,streetdance,2to4,1,1,0,1,0,0,bau,seoul,2
181,1,social_reputation,1,on_interest,3,3,3,3,3,3,3,2,5,3,3,3,4,3,2,3,3,3,3,0,no_aptitude,3,4,4,2,4,4,2,3,0,,wherever,1,0,,,,,,,,,,,,,,,,,,,,1,1,3,lose_weight,1,3,2,seoul,seoul,parents,4,4,3,3,3,3,3,3,0,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,regular,2025,streetdance,less2,1,1,0,1,1,0,bau,seoul,2
182,1,social_reputation,1,on_interest,3,3,3,3,3,3,3,3,2,2,4,4,4,4,3,3,3,3,3,1,,3,2,2,3,2,2,2,3,1,choreographer,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,1,3,keep_weight,0,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,0,better_culture,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,early,2025,choreo,less2,0,0,0,0,0,0,bau,seoul,2
183,1,social_reputation,1,on_interest,4,4,4,3,2,3,4,4,3,3,4,4,3,4,3,5,3,3,5,1,,2,2,2,2,1,2,4,5,1,professor,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,2,no_weight,1,2,3,seoul,seoul,parents,3,3,3,4,3,3,4,4,0,1,,5,4,5,4,5,2,3,5,5,4,5,5,4,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,3,3,3,0,1,regular,2025,streetdance,4to7,1,0,0,1,1,0,bau,seoul,2
184,2,social_reputation,1,on_interest,3,4,4,3,3,4,4,2,2,2,4,4,4,3,2,3,3,3,4,0,job_difficulty,2,4,3,1,1,1,1,4,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,3,lose_weight,1,3,3,chungcheong,seoul,independent,4,4,4,3,3,4,3,3,1,1,,3,3,3,2,3,3,3,4,4,3,4,3,4,0,0,1,0,0,0,0,0,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,0,1,early,2025,streetdance,2to4,0,1,0,1,1,0,bau,seoul,2
185,1,social_reputation,1,on_interest,4,3,5,5,4,4,5,3,2,1,3,4,2,3,2,5,5,5,5,1,,2,3,2,1,1,2,1,1,1,dancer,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,3,4,keep_weight,0,4,4,honam,seoul,independent,2,2,2,2,2,2,3,3,1,0,better_culture,2,3,4,3,5,4,5,4,4,4,4,4,4,0,0,1,0,0,0,0,0,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,5,4,5,4,3,5,5,5,5,0,1,regular,2025,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
186,2,commute_near,1,on_interest,4,4,4,4,2,4,4,4,3,3,4,3,4,4,3,5,5,5,5,1,,2,2,2,2,2,3,4,3,1,professor,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,3,4,keep_weight,0,5,5,seoul,seoul,parents,3,3,3,3,4,4,3,4,0,1,,3,3,4,2,4,5,3,5,4,4,3,4,4,1,0,1,0,1,0,0,0,5,5,5,4,3,2,3,3,5,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,1,1,early,2025,choreo,less2,0,1,0,1,1,0,bau,seoul,2
187,1,social_reputation,1,on_interest,3,5,2,3,2,2,5,4,1,1,4,4,4,2,1,5,4,4,5,1,,1,1,1,1,1,1,1,4,1,academy_instructor,wherever,0,0,,,,,,,,,,,,,,,,,,,,4,4,1,no_weight,0,5,5,seoul,seoul,independent,3,3,3,3,3,3,3,3,1,1,,1,1,3,1,5,3,3,3,3,3,4,3,5,0,0,0,0,0,0,0,0,5,5,4,3,2,1,1,1,5,5,5,3,3,5,5,5,1,5,4,4,4,4,4,4,0,1,early,2025,streetdance,less2,0,0,0,1,1,0,bau,seoul,2
188,2,social_reputation,1,on_interest,3,5,4,2,2,4,2,4,2,2,4,4,4,4,4,5,5,5,5,1,,2,2,2,1,1,1,2,2,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,2,4,4,keep_weight,1,2,4,seoul,seoul,parents,4,2,3,2,2,1,3,2,0,0,better_social,4,4,4,2,5,4,4,4,4,3,4,3,3,0,0,1,0,1,0,1,0,4,4,4,4,4,2,2,3,2,3,2,3,4,2,4,2,3,4,4,4,4,4,4,4,1,1,early,2025,streetdance,2to4,1,1,1,1,0,1,bau,seoul,2
189,3,social_reputation,1,on_interest,3,3,3,4,4,3,5,3,1,1,4,4,3,3,2,4,5,5,5,1,,3,1,1,1,1,1,3,5,1,"academy_instructor, backup_dancer, choreographer ",seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,3,lose_weight,0,4,3,yeongnam,seoul,independent,3,3,3,3,3,3,3,3,1,1,,4,4,3,3,5,3,2,4,3,3,3,3,3,0,1,1,0,0,0,0,0,4,3,3,2,3,2,2,2,1,1,1,1,1,1,1,5,2,3,5,4,3,3,2,3,0,1,early,2025,choreo,less2,0,1,0,1,0,0,bau,seoul,2
190,2,social_reputation,1,on_interest,4,3,3,3,3,4,4,4,3,3,4,4,3,4,2,4,4,4,4,1,,3,2,2,2,2,2,2,4,0,,seoul,0,0,,1,1,0,0,0,0,,,,,,,,,,,,,1,3,3,keep_weight,0,4,3,yeongnam,seoul,independent,3,3,3,4,4,4,3,3,1,1,,2,3,3,3,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,early,2025,choreo,less2,1,1,1,1,1,0,bau,seoul,2
191,1,prefer_prof,1,career_goals,4,4,4,4,3,4,5,4,3,3,4,4,4,4,1,5,5,5,5,1,,1,1,1,1,1,1,1,1,1,academy_head,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,5,3,lose_weight,1,3,3,seoul,seoul,parents,3,2,3,3,3,3,3,1,0,1,,3,2,4,3,2,5,4,5,5,5,5,5,5,0,0,1,0,1,1,0,0,5,4,3,3,4,2,2,2,3,5,4,5,3,4,3,4,3,5,5,3,5,4,4,2,0,1,early,2025,streetdance,4to7,1,1,0,1,1,0,bau,seoul,2
192,2,social_reputation,1,on_interest,3,3,4,2,3,4,4,5,3,2,4,5,4,3,2,4,4,4,4,1,,2,3,2,2,1,1,4,4,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,4,4,3,lose_weight,1,4,4,gangwon,seoul,independent,4,4,4,4,4,3,3,3,1,1,,3,3,3,2,5,4,4,4,4,3,3,3,4,0,1,1,0,0,0,0,0,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,4,4,2,4,4,3,0,1,early,2025,choreo,4to7,0,1,0,1,1,1,bau,seoul,2
193,1,parent_teacher,1,on_interest,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,,2,2,1,1,1,1,3,4,1,"educator, battler",seoul,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,3,5,3,4,5,4,5,3,lose_weight,1,3,4,seoul,seoul,independent,3,3,3,4,4,3,4,4,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,early,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
194,1,social_reputation,1,suggested,5,4,5,5,5,5,5,5,4,4,5,5,5,5,3,5,5,5,5,1,,1,1,1,1,1,1,1,4,1,"choreographer, performance_director",seoul,0,0,,,,,,,,,,,,,,,,,,,,1,3,3,keep_weight,0,5,5,honam,seoul,independent,3,3,3,3,3,4,3,4,1,1,,5,5,5,3,5,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0,5,5,5,5,5,1,1,5,1,5,5,1,5,1,1,4,4,5,5,5,5,5,5,5,0,1,early,2025,choreo,4to7,0,1,0,1,1,0,bau,seoul,2
195,3,major_apportunity,1,on_interest,2,3,3,2,4,2,2,2,2,2,3,2,3,3,3,2,4,4,4,1,,2,1,2,2,2,3,2,3,1,performer,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,gain_weight,1,4,4,yeongnam,seoul,parents,3,4,4,4,4,4,4,4,0,0,better_culture,2,4,3,1,4,4,3,4,4,4,4,4,3,0,0,1,0,0,0,0,0,4,3,4,4,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,4,4,4,4,1,1,early,2025,streetdance,2to4,1,1,0,1,1,0,bau,seoul,2
196,1,social_reputation,1,career_goals,4,4,4,4,2,4,4,4,3,3,4,4,4,4,2,3,3,3,4,0,interest_change,2,2,3,2,1,2,3,4,1,teacher,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,4,lose_weight,0,5,4,yeongnam,seoul,independent,4,4,4,4,4,4,4,4,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,early,2025,choreo,less2,1,1,1,1,1,1,bau,seoul,2
197,1,social_reputation,1,on_interest,4,4,3,3,4,4,4,4,4,1,4,4,3,3,2,4,4,4,4,1,,1,1,1,1,1,1,1,1,1,dancer,seoul,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,1,4,4,keep_weight,0,4,3,seoul,seoul,independent,4,3,3,3,3,2,4,3,1,0,,2,3,3,4,5,5,5,5,5,5,5,4,5,1,1,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,less2,1,1,0,1,1,0,bau,seoul,2
198,1,social_reputation,1,on_interest,5,5,4,4,4,4,5,5,2,2,4,5,5,4,3,5,5,5,5,1,,1,1,1,3,1,1,1,4,1,"choreographer, instructor",seoul,1,1,,0,0,1,0,1,0,0,0,0,0,0,1,1,2,5,3,5,5,3,4,3,lose_weight,0,3,4,seoul,seoul,parents,4,2,4,4,4,4,4,3,0,1,,4,3,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,0,0,0,0,5,5,5,5,5,2,2,2,2,2,2,2,4,2,2,5,5,5,5,3,5,5,5,5,0,1,early,2025,choreo,2to4,1,1,1,1,1,1,bau,seoul,2
199,1,major_apportunity,1,on_interest,5,4,4,3,3,5,4,4,3,2,4,4,4,3,2,4,4,4,4,1,job_difficulty,1,1,1,1,1,1,1,4,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,3,4,3,lose_weight,1,4,4,chungcheong,seoul,independent,1,1,1,1,2,2,2,2,1,1,,4,4,4,3,5,4,4,4,4,4,4,3,4,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,regular,2025,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
200,1,commute_near,1,on_interest,4,3,5,3,4,4,5,3,2,1,4,3,4,4,3,4,5,5,5,1,,2,1,1,1,1,1,1,1,1,"dancer, battler",seoul,0,0,,,,,,,,,,,,,,,,,,,,1,1,2,lose_weight,0,3,4,seoul,seoul,parents,3,3,4,3,4,3,3,3,0,1,,3,3,3,3,4,4,4,4,4,4,4,3,4,0,1,1,0,0,0,0,0,4,3,3,2,3,1,2,2,5,4,4,4,4,5,4,3,2,5,4,3,4,4,4,4,0,1,early,2025,streetdance,2to4,1,1,0,1,1,0,bau,seoul,2
201,1,social_reputation,1,on_interest,4,4,4,4,2,5,3,3,3,3,4,4,4,4,4,4,4,4,4,1,,2,2,2,2,2,3,3,3,1,k_pop_performance_director,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,2,lose_weight,0,4,4,honam,seoul,independent,3,3,3,3,4,4,4,4,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1,0,1,0,0,0,5,5,5,5,4,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,0,1,early,2025,choreo,less2,0,1,0,1,1,0,bau,seoul,2
202,1,social_reputation,1,career_goals,4,4,5,4,3,4,5,4,5,4,5,5,5,4,4,5,5,5,5,1,,3,3,3,3,2,1,1,2,0,,yeongnam,0,0,,,,,,,,,,,,,,,,,,,,1,4,2,lose_weight,1,4,4,yeongnam,seoul,independent,4,3,4,4,4,4,4,4,1,0,with_parents,5,5,4,3,5,4,4,5,5,4,4,4,4,1,0,1,0,0,0,0,0,5,5,5,5,4,5,4,5,4,4,5,3,5,5,5,4,3,5,5,5,4,5,4,4,0,1,early,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
203,1,job_prospects,1,on_interest,3,4,4,3,3,4,5,4,2,2,4,4,4,4,3,5,5,5,5,1,,3,1,1,2,1,1,3,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,4,lose_weight,0,4,4,seoul,seoul,independent,4,4,4,4,4,3,4,3,1,1,better_job,4,4,3,2,4,4,4,4,3,3,3,3,4,0,1,1,0,0,0,0,0,5,5,5,5,5,2,2,2,4,4,3,5,5,4,5,3,3,4,3,4,4,4,4,4,0,1,early,2025,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
204,2,commute_near,1,on_interest,3,4,4,3,4,3,3,3,3,2,4,4,3,4,3,3,3,4,4,1,,3,2,2,2,2,3,3,4,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,1,3,keep_weight,0,4,4,seoul,seoul,parents,3,4,3,3,3,3,3,3,0,1,,3,3,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,regular,2025,streetdance,2to4,0,1,0,1,1,0,bau,seoul,2
205,2,social_reputation,1,career_goals,3,3,4,4,3,2,4,5,2,2,4,4,3,5,3,4,4,4,4,1,,3,2,2,2,3,3,1,5,0,,seoul,1,1,,,,,,1,,,,1,,,,,4,3,3,3,4,4,4,3,keep_weight,1,2,2,seoul,seoul,parents,3,2,3,3,4,4,3,3,0,1,,2,2,2,2,3,2,2,4,3,3,3,3,3,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,5,5,4,5,4,5,4,1,1,early,2025,choreo,4to7,0,1,0,1,1,0,bau,seoul,2
206,1,social_reputation,1,career_goals,3,4,2,2,3,5,3,3,4,2,3,2,3,4,1,2,4,3,1,0,low_salary,2,2,4,4,3,2,1,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,4,lose_weight,1,2,3,yeongnam,seoul,acquaintance,3,4,4,4,4,3,3,2,1,0,family_location,3,2,3,1,5,4,4,4,4,4,4,3,3,0,0,1,0,0,0,0,0,4,2,4,2,3,2,3,3,2,4,3,2,3,2,3,4,3,4,4,3,1,2,4,2,0,1,early,2025,streetdance,2to4,0,1,0,1,1,0,bau,seoul,2
